Params [lbd-U: 0.1000|lbd-V: 0.1000|lbd-N: 0.1000|lbd-Q: 0.1000|lbd-scale: 1.0000]
Epoch 345/500 - recon_error: 5.706520 norms: 0.000015/0.000283/0.392714
Epoch 346/500 - recon_error: 5.704191 norms: 0.000015/0.000284/0.394256
Epoch 347/500 - recon_error: 5.701866 norms: 0.000015/0.000285/0.395799
Epoch 348/500 - recon_error: 5.699545 norms: 0.000015/0.000286/0.397343
Epoch 349/500 - recon_error: 5.697227 norms: 0.000015/0.000287/0.398887
Epoch 350/500 - recon_error: 5.694914 norms: 0.000015/0.000288/0.400432
Epoch 351/500 - recon_error: 5.692604 norms: 0.000015/0.000289/0.401978
Epoch 352/500 - recon_error: 5.690298 norms: 0.000015/0.000290/0.403524
Epoch 353/500 - recon_error: 5.687996 norms: 0.000015/0.000291/0.405071
Epoch 354/500 - recon_error: 5.685698 norms: 0.000015/0.000292/0.406619
Epoch 355/500 - recon_error: 5.683404 norms: 0.000015/0.000293/0.408167
Epoch 356/500 - recon_error: 5.681114 norms: 0.000015/0.000293/0.409716
Epoch 357/500 - recon_error: 5.678828 norms: 0.000015/0.000294/0.411265
Epoch 358/500 - recon_error: 5.676546 norms: 0.000015/0.000295/0.412815
Epoch 359/500 - recon_error: 5.674268 norms: 0.000015/0.000296/0.414366
Epoch 360/500 - recon_error: 5.671994 norms: 0.000015/0.000297/0.415917
Epoch 361/500 - recon_error: 5.669724 norms: 0.000016/0.000298/0.417469
Epoch 362/500 - recon_error: 5.667458 norms: 0.000016/0.000299/0.419021
Epoch 363/500 - recon_error: 5.665197 norms: 0.000016/0.000300/0.420574
Epoch 364/500 - recon_error: 5.662940 norms: 0.000016/0.000301/0.422128
Epoch 365/500 - recon_error: 5.660686 norms: 0.000016/0.000302/0.423682
Epoch 366/500 - recon_error: 5.658437 norms: 0.000016/0.000303/0.425237
Epoch 367/500 - recon_error: 5.656192 norms: 0.000016/0.000304/0.426793
Epoch 368/500 - recon_error: 5.653952 norms: 0.000016/0.000305/0.428348
Epoch 369/500 - recon_error: 5.651716 norms: 0.000016/0.000306/0.429905
Epoch 370/500 - recon_error: 5.649484 norms: 0.000016/0.000307/0.431462
Epoch 371/500 - recon_error: 5.647256 norms: 0.000016/0.000308/0.433020
Epoch 372/500 - recon_error: 5.645032 norms: 0.000016/0.000309/0.434578
Epoch 373/500 - recon_error: 5.642813 norms: 0.000016/0.000310/0.436136
Epoch 374/500 - recon_error: 5.640599 norms: 0.000016/0.000310/0.437696
Epoch 375/500 - recon_error: 5.638388 norms: 0.000016/0.000311/0.439255
Epoch 376/500 - recon_error: 5.636182 norms: 0.000016/0.000312/0.440815
Epoch 377/500 - recon_error: 5.633981 norms: 0.000016/0.000313/0.442376
Epoch 378/500 - recon_error: 5.631784 norms: 0.000016/0.000314/0.443938
Epoch 379/500 - recon_error: 5.629591 norms: 0.000016/0.000315/0.445499
Epoch 380/500 - recon_error: 5.627403 norms: 0.000016/0.000316/0.447062
Epoch 381/500 - recon_error: 5.625219 norms: 0.000016/0.000317/0.448624
Epoch 382/500 - recon_error: 5.623040 norms: 0.000016/0.000318/0.450188
Epoch 383/500 - recon_error: 5.620866 norms: 0.000016/0.000319/0.451751
Epoch 384/500 - recon_error: 5.618695 norms: 0.000016/0.000320/0.453316
Epoch 385/500 - recon_error: 5.616530 norms: 0.000016/0.000321/0.454880
Epoch 386/500 - recon_error: 5.614369 norms: 0.000016/0.000322/0.456445
Epoch 387/500 - recon_error: 5.612213 norms: 0.000016/0.000323/0.458011
Epoch 388/500 - recon_error: 5.610061 norms: 0.000016/0.000324/0.459577
Epoch 389/500 - recon_error: 5.607914 norms: 0.000016/0.000325/0.461144
Epoch 390/500 - recon_error: 5.605771 norms: 0.000016/0.000326/0.462711
Epoch 391/500 - recon_error: 5.603633 norms: 0.000016/0.000327/0.464278
Epoch 392/500 - recon_error: 5.601500 norms: 0.000016/0.000327/0.465846
Epoch 393/500 - recon_error: 5.599371 norms: 0.000016/0.000328/0.467415
Epoch 394/500 - recon_error: 5.597247 norms: 0.000016/0.000329/0.468983
Epoch 395/500 - recon_error: 5.595128 norms: 0.000016/0.000330/0.470553
Epoch 396/500 - recon_error: 5.593013 norms: 0.000016/0.000331/0.472122
Epoch 397/500 - recon_error: 5.590904 norms: 0.000016/0.000332/0.473693
Epoch 398/500 - recon_error: 5.588799 norms: 0.000016/0.000333/0.475263
Epoch 399/500 - recon_error: 5.586698 norms: 0.000016/0.000334/0.476834
Epoch 400/500 - recon_error: 5.584603 norms: 0.000016/0.000335/0.478405
Epoch 401/500 - recon_error: 5.582512 norms: 0.000016/0.000336/0.479977
Epoch 402/500 - recon_error: 5.580426 norms: 0.000016/0.000337/0.481549
Epoch 403/500 - recon_error: 5.578345 norms: 0.000016/0.000338/0.483122
Epoch 404/500 - recon_error: 5.576268 norms: 0.000016/0.000339/0.484695
Epoch 405/500 - recon_error: 5.574197 norms: 0.000016/0.000340/0.486268
Epoch 406/500 - recon_error: 5.572130 norms: 0.000016/0.000341/0.487842
Epoch 407/500 - recon_error: 5.570068 norms: 0.000016/0.000342/0.489416
Epoch 408/500 - recon_error: 5.568011 norms: 0.000016/0.000343/0.490990
Epoch 409/500 - recon_error: 5.565959 norms: 0.000016/0.000344/0.492565
Epoch 410/500 - recon_error: 5.563911 norms: 0.000016/0.000345/0.494140
Epoch 411/500 - recon_error: 5.561869 norms: 0.000017/0.000345/0.495716
Epoch 412/500 - recon_error: 5.559831 norms: 0.000017/0.000346/0.497292
Epoch 413/500 - recon_error: 5.557798 norms: 0.000017/0.000347/0.498868
Epoch 414/500 - recon_error: 5.555770 norms: 0.000017/0.000348/0.500445
Epoch 415/500 - recon_error: 5.553747 norms: 0.000017/0.000349/0.502022
Epoch 416/500 - recon_error: 5.551729 norms: 0.000017/0.000350/0.503599
Epoch 417/500 - recon_error: 5.549716 norms: 0.000017/0.000351/0.505177
Epoch 418/500 - recon_error: 5.547708 norms: 0.000017/0.000352/0.506755
Epoch 419/500 - recon_error: 5.545705 norms: 0.000017/0.000353/0.508333
Epoch 420/500 - recon_error: 5.543706 norms: 0.000017/0.000354/0.509912
Epoch 421/500 - recon_error: 5.541713 norms: 0.000017/0.000355/0.511491
Epoch 422/500 - recon_error: 5.539724 norms: 0.000017/0.000356/0.513070
Epoch 423/500 - recon_error: 5.537741 norms: 0.000017/0.000357/0.514650
Epoch 424/500 - recon_error: 5.535762 norms: 0.000017/0.000358/0.516230
Epoch 425/500 - recon_error: 5.533788 norms: 0.000017/0.000359/0.517810
Epoch 426/500 - recon_error: 5.531819 norms: 0.000017/0.000360/0.519391
Epoch 427/500 - recon_error: 5.529856 norms: 0.000017/0.000361/0.520972
Epoch 428/500 - recon_error: 5.527897 norms: 0.000017/0.000362/0.522553
Epoch 429/500 - recon_error: 5.525943 norms: 0.000017/0.000363/0.524135
Epoch 430/500 - recon_error: 5.523994 norms: 0.000017/0.000363/0.525716
Epoch 431/500 - recon_error: 5.522050 norms: 0.000017/0.000364/0.527298
Epoch 432/500 - recon_error: 5.520111 norms: 0.000017/0.000365/0.528881
Epoch 433/500 - recon_error: 5.518178 norms: 0.000017/0.000366/0.530463
Epoch 434/500 - recon_error: 5.516249 norms: 0.000017/0.000367/0.532046
Epoch 435/500 - recon_error: 5.514325 norms: 0.000017/0.000368/0.533630
Epoch 436/500 - recon_error: 5.512406 norms: 0.000017/0.000369/0.535213
Epoch 437/500 - recon_error: 5.510492 norms: 0.000017/0.000370/0.536797
Epoch 438/500 - recon_error: 5.508583 norms: 0.000017/0.000371/0.538381
Epoch 439/500 - recon_error: 5.506679 norms: 0.000017/0.000372/0.539965
Epoch 440/500 - recon_error: 5.504780 norms: 0.000017/0.000373/0.541550
Epoch 441/500 - recon_error: 5.502886 norms: 0.000017/0.000374/0.543135
Epoch 442/500 - recon_error: 5.500997 norms: 0.000017/0.000375/0.544720
Epoch 443/500 - recon_error: 5.499113 norms: 0.000017/0.000376/0.546305
Epoch 444/500 - recon_error: 5.497234 norms: 0.000017/0.000377/0.547891
Epoch 445/500 - recon_error: 5.495360 norms: 0.000017/0.000378/0.549476
Epoch 446/500 - recon_error: 5.493490 norms: 0.000017/0.000379/0.551062
Epoch 447/500 - recon_error: 5.491626 norms: 0.000017/0.000380/0.552649
Epoch 448/500 - recon_error: 5.489767 norms: 0.000018/0.000381/0.554235
Epoch 449/500 - recon_error: 5.487913 norms: 0.000018/0.000381/0.555822
Epoch 450/500 - recon_error: 5.486064 norms: 0.000018/0.000382/0.557409
Epoch 451/500 - recon_error: 5.484220 norms: 0.000018/0.000383/0.558996
Epoch 452/500 - recon_error: 5.482381 norms: 0.000018/0.000384/0.560583
Epoch 453/500 - recon_error: 5.480547 norms: 0.000018/0.000385/0.562171
Epoch 454/500 - recon_error: 5.478718 norms: 0.000018/0.000386/0.563759
Epoch 455/500 - recon_error: 5.476893 norms: 0.000018/0.000387/0.565347
Epoch 456/500 - recon_error: 5.475074 norms: 0.000018/0.000388/0.566935
Epoch 457/500 - recon_error: 5.473260 norms: 0.000018/0.000389/0.568524
Epoch 458/500 - recon_error: 5.471451 norms: 0.000018/0.000390/0.570112
Epoch 459/500 - recon_error: 5.469646 norms: 0.000018/0.000391/0.571701
Epoch 460/500 - recon_error: 5.467847 norms: 0.000018/0.000392/0.573290
Epoch 461/500 - recon_error: 5.466053 norms: 0.000018/0.000393/0.574880
Epoch 462/500 - recon_error: 5.464263 norms: 0.000018/0.000394/0.576469
Epoch 463/500 - recon_error: 5.462479 norms: 0.000018/0.000395/0.578059
Epoch 464/500 - recon_error: 5.460699 norms: 0.000018/0.000396/0.579649
Epoch 465/500 - recon_error: 5.458925 norms: 0.000018/0.000397/0.581239
Epoch 466/500 - recon_error: 5.457155 norms: 0.000018/0.000398/0.582829
Epoch 467/500 - recon_error: 5.455390 norms: 0.000018/0.000398/0.584419
Epoch 468/500 - recon_error: 5.453630 norms: 0.000018/0.000399/0.586010
Epoch 469/500 - recon_error: 5.451876 norms: 0.000018/0.000400/0.587600
Epoch 470/500 - recon_error: 5.450126 norms: 0.000018/0.000401/0.589191
Epoch 471/500 - recon_error: 5.448381 norms: 0.000018/0.000402/0.590782
Epoch 472/500 - recon_error: 5.446641 norms: 0.000018/0.000403/0.592374
Epoch 473/500 - recon_error: 5.444905 norms: 0.000018/0.000404/0.593965
Epoch 474/500 - recon_error: 5.443175 norms: 0.000018/0.000405/0.595557
Epoch 475/500 - recon_error: 5.441450 norms: 0.000018/0.000406/0.597148
Epoch 476/500 - recon_error: 5.439729 norms: 0.000018/0.000407/0.598740
Epoch 477/500 - recon_error: 5.438013 norms: 0.000018/0.000408/0.600332
Epoch 478/500 - recon_error: 5.436303 norms: 0.000018/0.000409/0.601924
Epoch 479/500 - recon_error: 5.434597 norms: 0.000018/0.000410/0.603516
Epoch 480/500 - recon_error: 5.432896 norms: 0.000019/0.000411/0.605109
Epoch 481/500 - recon_error: 5.431200 norms: 0.000019/0.000412/0.606701
Epoch 482/500 - recon_error: 5.429508 norms: 0.000019/0.000413/0.608294
Epoch 483/500 - recon_error: 5.427822 norms: 0.000019/0.000414/0.609887
Epoch 484/500 - recon_error: 5.426140 norms: 0.000019/0.000415/0.611480
Epoch 485/500 - recon_error: 5.424463 norms: 0.000019/0.000416/0.613073
Epoch 486/500 - recon_error: 5.422791 norms: 0.000019/0.000416/0.614666
Epoch 487/500 - recon_error: 5.421124 norms: 0.000019/0.000417/0.616260
Epoch 488/500 - recon_error: 5.419462 norms: 0.000019/0.000418/0.617853
Epoch 489/500 - recon_error: 5.417804 norms: 0.000019/0.000419/0.619447
Epoch 490/500 - recon_error: 5.416151 norms: 0.000019/0.000420/0.621040
Epoch 491/500 - recon_error: 5.414503 norms: 0.000019/0.000421/0.622634
Epoch 492/500 - recon_error: 5.412860 norms: 0.000019/0.000422/0.624228
Epoch 493/500 - recon_error: 5.411221 norms: 0.000019/0.000423/0.625822
Epoch 494/500 - recon_error: 5.409588 norms: 0.000019/0.000424/0.627416
Epoch 495/500 - recon_error: 5.407959 norms: 0.000019/0.000425/0.629010
Epoch 496/500 - recon_error: 5.406334 norms: 0.000019/0.000426/0.630605
Epoch 497/500 - recon_error: 5.404715 norms: 0.000019/0.000427/0.632199
Epoch 498/500 - recon_error: 5.403100 norms: 0.000019/0.000428/0.633794
Epoch 499/500 - recon_error: 5.401490 norms: 0.000019/0.000429/0.635388
Epoch 500/500 - recon_error: 5.399885 norms: 0.000019/0.000430/0.636983
Training is done after 34331.078676 seconds
	***Mean: H=0.308395880 Std: H= 0.022158065
Elapsed time is 34338.610430 seconds.
